날짜,시간,광역,지역,종류,코드,내용,긴급도
2023-10-04,17:00:52,서울특별시,,실종,18,"[서울경찰청] 광진구에서 배회중인 문병준씨(남, 84세)를 찾습니다 -160cm,빨강모자,남색패딩,회색바지,검정운동화,손수레 vo.la/6kdeR / ☎182",1
2024-01-23,11:35:50,강원특별자치도,평창군,교통,20,"속사재길 292(LPG충전소)가스누출은 누출량이 많지 않으며 가스안전공사등 유관기관이 조치중임. 차량 및 주민께서는 동요하지마시고, 안전에 유의바랍니다[평창군]",2
2024-01-11,8:16:13,경상남도,밀양시,안개,8,관내 짙은 안개와 도로결빙 등으로 교통사고 우려되니 차량 운행 시 많은 주의바랍니다.[밀양시],2
2024-11-07,17:03:26,광주광역시,광주경찰청,실종,18,"경찰은 동구에서 배회중인 정민지(여, 14세)를 찾습니다 - 157cm, 45kg, 왜소한 편 vo.la/QscQDY /☎182 [광주경찰청]",1
2024-08-07,11:21:01,경상북도,문경시,물놀이,21,여름철 물놀이 사고 예방을 위해 안전수칙을 준수하여 주시기 바랍니다 ▲충분한 준비운동▲구명조끼 착용▲음주 및 야간 수영 금지▲어린이는 보호자와 동행 [문경시],1
2025-04-08,11:06:33,전라남도,곡성군,산불,3,"실수로 낸 산불도 3년 이하 징역 또는 3천만원 이하의 벌금이 부과됩니다. ▲산림 내 소각 행위 금지 ▲성묘, 입산 자제하여 주시기 바랍니다.[곡성군]",1
2023-12-22,6:52:46,전라남도,함평군,대설,13,오늘 함평군 지역 대설주의보 발령. ▲야외 활동과 차량운행을 자제 ▲출퇴근 시 대중교통 이용 ▲비닐하우수 및 농축산시설 등 쌓인 눈 제거[함평군],3
2023-11-18,8:26:09,전라남도,,한파,15,"[광양시] 밤사이 내린 눈과 영하의 기온으로 인해 결빙이 우려되오니 운전시 서행하여 주시기바라며, 외출 시 미끄럼 사고에 유의하여 주시기 바랍니다.",2
2025-03-31,16:16:04,강원특별자치도,인제군,건조,2,건조한 날씨와 강풍으로 작은 부주의가 대형산불로 확대되고 있습니다. 산림주변 영농부산물 불법 소각 및 입산시 화기물 소지 금지 바랍니다. [인제군],1
2024-10-25,11:07:22,인천광역시,인천경찰청,실종,18,"부평구 주민인 박대진씨(남,70세)을 찾습니다-165cm,67kg,카키색바람막이,파랑반팔티,푸른색하의 vo.la/nQtCJd / ☎182 [인천경찰청]",1
2024-08-10,10:27:37,전라남도,곡성군,폭염,7,"곡성군 폭염경보 발령. 야외 활동 자제, 수분 섭취 및 휴식 등 건강관리에 유의하시기 바랍니다. 온열질환자 발생 시 119로 신고해 주시기 바랍니다. [곡성군]",3
2023-10-08,18:40:12,충청북도,,실종,18,"[충북경찰청] 청주시에서 실종된 김명현씨(남, 40세)를 찾습니다- 160cm, 60kg, 회색점퍼, 청바지, 검정운동화, 명찰 vo.la/sgfrt / ☎182",1
2024-07-18,11:02:24,부산광역시,금정구,폭염,7,"오늘 10시부로 금정구 지역에 폭염주의보 발효되었으니, 외부활동 자제 및 충분한 물마시기 등 건강관리에 유의바랍니다. [금정구]",3
2025-02-23,7:00:32,경상남도,창원시,건조,2,"금일 아침 기온강하 및 대기건조가 예상되오니 안전운행 및 보행주의, 산불예방, 수도동파방지, 난방기 화재주의, 외출자제 등 안전에 유의하시기 바랍니다.[창원시]",2
2025-04-03,10:17:57,경기도,광주시,산불,3,"산 주변에서 논밭두렁·쓰레기 및 영농부산물 소각행위, 흡연을 금하시기 바랍니다. 산불 순찰대에서 단속 중이며, 행위자는 불이익 처분될 수 있음을 알립니다[광주시]",1
2024-08-03,10:54:14,강원특별자치도,횡성군,폭염,7,"횡성군 전역 폭염경보 발효, 농경지 및 건설현장 야외작업 중지. 충분한 휴식과 수분 섭취, 주변 노약자분들께 안부전화 등 안전수칙을 준수 바랍니다.[횡성군]",3
2024-08-15,11:03:20,울산광역시,울산광역시,물놀이,21,안전한 물놀이를 위하여 ▲충분한 준비운동 ▲구명조끼 착용 ▲음주 후 수영금지 ▲어린이는 보호자와 함께하기 등 물놀이 안전수칙을 준수 바랍니다. [울산광역시],1
2024-09-19,10:11:03,전라남도,구례군,폭염,7,"현재 구례군에 폭염경보 발효 중. 낮 시간대 야외활동(논,밭,하우스 등) 및 외출 자제. 폭염 안전수칙(물,그늘,휴식)준수 등 건강관리에 유의바랍니다. [구례군]",2
2025-04-17,15:30:31,경상남도,창원시,산불,3,"산불 예방수칙 안내▲산림 주변 쓰레기, 영농부산물 소각행위 금지▲화목보일러 및 담배꽁초 등 불씨 관리에 유의하여 주시기 바랍니다. [창원시]",1
2025-04-11,10:36:34,전라남도,곡성군,산불,3,"산불재난경보 심각 단계▲입산통제등산로(동악산,설산,천마산,통명산,곤방산,봉두산 )입산금지, ▲산림인접지역 영농부산물 소각행위 금지 ▲담배꽁초 투기 금지[곡성군]",1
2024-07-12,11:22:23,강원특별자치도,양구군,폭염,7,"무더위가 지속 되고 있습니다. 야외 활동 자제, 충분한 음료 섭취, 그늘 휴식, 냉방 물품 수시 사용 등 건강 관리에 유의하시기 바랍니다. [양구군]",2
2024-01-01,8:40:48,대구광역시,남구,한파,15,"앞산 일출 종료후 귀가 시, 주민 여러분께서는 질서유지에 협조해주시고 빙판길 안전사고에 유의하여 하산해 주시기 바랍니다.[남구]",1
2023-12-25,9:13:40,경기도,화성시,대설,13,"대설주의보 발효 중. 아침에 내린 눈으로 도로결빙이 우려, 보행 시 미끄럼 사고에 대비하여 내 집(점포) 앞 눈 치우기 동참하여 주시기 바랍니다. [화성시]",2
2023-11-06,7:34:47,경기도,,강풍,17,"[행정안전부] 오늘 07시30분 강풍경보, 간판 등 부착물 고정,선박 결박,비닐하우스 등 시설물 피해에 유의바랍니다",3
2024-07-14,10:19:02,경기도,의정부시,폭염,7,"지속되는 폭염으로 야외활동 자제, 안전수칙(물, 그늘, 휴식) 준수, 부모님께 안부전화 등 안전에 유의하시기 바랍니다. [의정부시]",2
2024-08-14,9:00:44,인천광역시,인천경찰청,실종,18,"미추홀구에서 실종된 한진성씨(남,62세)를 찾습니다-168cm,파랑흰색섞인반팔카라티,회색긴바지,검정슬리퍼 vo.la/BRJCWA / ☎182 [인천경찰청]",1
2024-07-21,10:31:36,경상남도,창녕군,폭염,7,"창녕군 폭염주의보 발효중. △한낮 야외활동(농작업, 공사장 등) 자제 △물 자주 마시기 △그늘에서 휴식 △외출시 양산쓰기 등 건강관리에 유의 바랍니다.[창녕군]",2
2024-08-05,13:51:53,경기도,여주시,폭염,7,"여주시 폭염 경보 발효 중 ▲논,밭일 등 야외 활동 자제 ▲충분한 그늘 휴식 ▲물놀이 시 충분한 준비운동 ▲음주 후 수영 금지 등 안전에 유의바랍니다.[여주시]",2
2024-09-21,7:19:44,경상북도,영양군,산사태,4,9.21. 07:00 산사태 주의보 발령. 산림주변 거주자 등은 대피명령 있을 시 지정된 대피장소로 반드시 대피하여 주시기 바랍니다.[영양군],3
2024-07-11,13:29:20,경기도,여주시,하천,23,"▲충주조정지댐의 지속적 방류로 인해 남한강 등의 하천 수위상승 및 유속이 빠른 상황임 ▲하천변 산책/ 레저/ /낚시 자제, 안전에 유의해 주시기 바랍니다[여주시]",2
2025-01-08,7:15:39,세종특별자치시,세종시청,한파,15,"밤사이 내린 눈과 기온 급강하(-9도)로 도로결빙, 한파피해 우려 ▲차량 운행과 보행시 미끄럼 주의 ▲한파 취약계층 보온, 농축산물 피해에 대비하세요.[세종시청]",2
2023-12-07,15:37:51,대전광역시,,실종,18,"[대전경찰청] 대덕구에서 실종된 강대효씨(남, 81세)를 찾습니다 -162cm,48kg, 검정모자,검정잠바,왼손팔찌,총총걸음 vo.la/jAaoh / ☎182",1
2025-02-20,8:13:56,경상북도,행정안전부,대설,13,"오늘 08:10 경북(울릉도.독도) 대설주의보. 내 집 앞 눈 치우기에 동참 협조, 출퇴근 시 차량 운행은 자제하고 대중교통 이용. [행정안전부]",3
2025-03-31,13:00:09,경기도,가평군,산불,3,"경기도 가평군 지역 산불위기경보「심각」발령. 소각 행위 및 산림 인접지 흡연 금지, 캠핑·화목 보일러 숯·재처리 주의, 산불을 발견하면 즉시 신고하세요.[가평군]",1
2023-12-17,6:59:41,경기도,남양주시,한파,15,"한파경보 발효중. 기온 급강하에 따른 도로결빙, 낙상, 수도관 동파 등 안전사고와 야외활동 자제, 방한용품 착용 등 건강관리에 유의하시기 바랍니다. [남양주시]",2
2024-08-12,11:03:37,경상북도,영주시,물놀이,21,"여름철 수상안전 사고 발생이 매우 높은 시기입니다. 물놀이/낚시/다슬기채취 시 구명조끼 필히 착용, 음주 후 입수 금지 등 안전수칙을 꼭 준수 바랍니다.[영주시]",1
2024-10-29,20:51:07,인천광역시,인천서구청,화재,19,오늘 20:31 인천서구오류동 434-185 공장에서 화재 발생. 연기가 많이 발생하고있으니 주변 차량은 우회도로를 이용하시고 연기흡입에 유의바랍니다[인천서구청],2
2025-02-27,9:00:08,부산광역시,기장군,건조,2,"기장군에 건조한 날씨가 이어져 △논밭두렁, 영농부산물, 쓰레기 소각금지 △입산 시 라이터, 버너 휴대금지 등 산불 및 화재예방에 각별히 유의 바랍니다. [기장군]",1
2025-03-18,6:00:06,경상북도,구미시,한파,15,"새벽부터 내리고 있는 눈, 비로 도로 결빙 우려▲낙상사고 주의▲빙판길 미끄럼 위험▲출근길 감속 운행 및 안전거리 유지 등 안전에 유의하시기 바랍니다.[구미시]",2
2025-03-25,19:05:50,강원특별자치도,삼척시,강풍,17,"오늘 내일 사이 강한 바람이 예상됩니다. ▲간판, 현수막 등 낙하물 사고 유의 ▲비닐하우스, 간판, 창문 등 고정 조치 ▲소각 행위 금지 [삼척시]",2
2024-01-29,13:58:39,경상북도,경북경찰청,실종,18,"구미시에서 실종된 구영희씨(여,83세)를 찾습니다 -150cm,45kg,회색상의,스카프,얼룩무늬바지,운동화
vo.la/OaiNv / ☎182 [경북경찰청]",1
2024-07-27,9:51:08,충청남도,서천군,폭염,7,"연일 무더위가 지속되고 있습니다. 온열질환이 발생하지 않도록 실외 활동 자제, 폭염안전수칙(물, 그늘, 휴식)을 준수하여 주시기 바랍니다.[서천군]",2
2024-08-16,13:07:35,충청남도,보령시,폭염,7,"폭염 지속중. 야외활동을 자제해주시고 물 충분히 마시기, 무더위쉼터 이용, 실외작업장 안전수칙(물, 그늘, 휴식) 지키기 등 건강에 유의 바랍니다.[보령시]",2
2025-03-25,23:19:40,경상북도,영덕군,산불,3,"23:15 산불이 영덕군 전지역에 급격하게 확산되고 있으니, 군민께서는 산에서 멀리 떨어진 안전한 곳으로 대피하시기 바랍니다. [영덕군]",3
2025-03-25,16:18:11,충청남도,충청남도,강풍,17,"강풍과 건조한 날씨로 낙하물 및 화재로 인한 위험성이 높으니, 소각행위 금지, 부착물 고정, 온실 및 비닐하우스 점검 등 안전에 유의 바랍니다. [충청남도]",1
2025-04-10,10:41:45,경기도,부천시청,화재,19,금일 10:27경 소사구 심곡본동 627-5 주택에서 화재로 연기 다량 발생. 인근 지역에서는 창문을 닫고 안전에 유의하시기 바랍니다. [부천시청],2
2025-03-29,18:59:38,경상남도,밀양시,산불,3,"오늘 산불 재난 국가위기경보 심각단계 발령중입니다. 쓰레기,농업부산물 소각행위 및 산림연접지 화기사용을 금지하시기 바랍니다. [밀양시]",1
2024-08-25,14:36:38,강원특별자치도,횡성군,폭염,7,"횡성군 폭염주의보 지속 발효중 ▲무더운 시간 실외 작업, 영농작업 등 자제 ▲충분한 수분 섭취와 그늘에서 휴식 등 건강관리에 유의바랍니다. [횡성군]",2
2024-08-06,11:46:23,대구광역시,군위군,물놀이,21,여름철 물놀이 증가로 물놀이 안전사고가 발생하고 있습니다.▲물놀이위험구역 접근금지▲충분한 준비운동▲구명조끼 착용▲음주 후 수영금지▲어린이는 보호자와 동행[군위군],1
2025-01-08,20:38:19,전라남도,영암군,대설,13,오늘 20:30 대설주의보 발효. ▲수도관 동파 대비 ▲시설물 안전관리 ▲난방기 화재 주의 ▲빙판길 낙상사고 주의 등 안전에 유의바랍니다.[영암군],3
2024-07-10,3:41:45,충청남도,금강홍수통제소,홍수,5,"오늘 03:40 석성천 논산시(동성교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/CdVyI [금강홍수통제소]",3
2024-08-08,18:54:34,부산광역시,금정구,호우,6,집중호우로 단시간에 급격한 하천 수위상승이 우려되니 하천변 산책로 등 저지대 침수지역 접근을 자제하여 주시기 바랍니다. [금정구],2
2024-08-06,10:24:05,경상남도,남해군,물놀이,21,휴가철 물놀이 안전수칙을 준수하여 주시기 바랍니다▲충분한 준비 운동 ▲구명조끼 착용 ▲안전구역에서 물놀이 ▲음주 후 수영금지 ▲어린이는 보호자와 동행[남해군],1
2024-02-22,5:58:55,인천광역시,인천광역시,한파,15,밤새 내린 눈으로 출근길 불편이 예상됩니다. 가급적 대중교통을 이용하시고 외출시 빙판길 낙상사고와 시설물 피해로 인한 안전사고에 주의하시기 바랍니다 [인천광역시],2
2024-06-13,9:47:29,경상북도,청도군,하천,23,"14일(금) 18시까지 운문댐 초당 최대 150톤의 수문방류중, 하천수위상승 우려로 하천 출입금지 및 하천주변에 계신 경우 안전한 곳으로 이동 바랍니다.[청도군]",2
2024-08-05,21:08:30,경기도,여주시,교통,20,"오늘 21:00경 낙뢰로 인한 북내면, 오학동, 세종대왕면 일부지역 정전발생하여 한전에서 복구 중이니, 교통통행 및 안전사고 등에 유의하시기 바랍니다. [여주시]",2
2024-08-20,13:15:13,경상북도,예천군,폭염,7,현재 폭염경보 발효 중이오니 ▲논밭 및 야외작업 자제▲야외활동 자제▲충분한 물 섭취▲그늘에서 휴식 등 건강관리에 유의하시기 바랍니다. [예천군],2
2024-11-27,7:03:51,서울특별시,관악구청,한파,15,현재 관악구에 눈이 지속적으로 내리고 있습니다. 가급적 대중교통을 이용해 주시고 내집 앞 눈치우기에 동참 부탁드립니다. [관악구청],2
2023-12-20,15:00:36,경기도,안양시,교통,20,시민대로 시청앞 평촌푸르지오센트럴파크 신축공사현장 사고로 인해 시청사거리~평촌역방향 교통통제중. 우회바랍니다. [안양시],2
2024-08-15,11:40:17,충청남도,청양군,폭염,7,"무더위가 지속중입니다. ▲12~17시 야외활동 자제 ▲외출 시 양산,모자 사용 햇빛노출 최소화 ▲충분한 수분 섭취 및 휴식 등 건강에 유의바랍니다. [청양군]",2
2024-08-17,16:11:34,전북특별자치도,김제시,물놀이,21,"물놀이 안전 수칙 준수, 음주 후 물놀이 금지하여 주시고 하천 유실 구간에서 다슬기 채취 및 낚시에 유의하시기 바랍니다.[김제시]",1
2025-03-23,14:43:26,경기도,이천시,건조,2,"건조한 날씨로 인해 산불 발생 위험이 있어, 논·밭두렁 쓰레기 소각, 입산시 화기물(라이터 등) 소지 금지 등 산불 예방에 협조하여 주시기 바랍니다. [이천시]",1
2024-07-16,19:09:03,경기도,광주시,호우,6,금일 밤부터 광주시 전역에 많은 비가 내릴 예정으로 산림 인접 주민들은 유사시 인근 대피소로 대피하시기 바랍니다. [광주시],2
2023-09-20,19:54:47,충청북도,,호우,6,"[보은군]19시10분 보은군 호우경보 발효. 하천변, 논두렁, 산사태, 상습침수지역 등 위험지역 출입금지. 안전에 유의하시기 바랍니다.",3
2024-07-10,23:31:20,경상남도,낙동강홍수통제소,홍수,5,"오늘 23:30 낙동강 함안군(계내리)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/bKuKQ [낙동강홍수통제소]",3
2024-03-05,20:15:13,경기도,경기남부경찰청,실종,18,"화성시에서 배회중인 서선규씨(남,83세)를 찾습니다 -165cm,베이지패딩점퍼,검정바지,회색야구모자,안경착용
vo.la/AhMwk / ☎112 [경기남부경찰청]",1
2025-01-26,19:55:43,충청남도,청양군,한파,15,"내일(27일) 새벽부터 많은 눈이 예상됩니다. ▲차량 안전운행 ▲농가, 축사 등 시설물 점검 ▲한파대비 보온 조치 등 안전에 유의하시기 바랍니다. [청양군]",2
2024-08-15,10:26:56,경상북도,문경시,물놀이,21,여름철 물놀이 사고 예방을 위해 안전수칙을 준수하여 주시기 바랍니다 ▲충분한 준비운동▲구명조끼 착용▲음주 및 야간 수영 금지▲어린이는 보호자와 동행 [문경시],1
2024-02-05,8:55:54,충청남도,태안군,화재,19,오늘 5시 46분 삭선리 농공단지 화재 발생. 유독성 화학물질 유출이 우려되오니 인근 주민께서는 접근을 최소화하고 안전에 유의하시기 바랍니다. [태안군],2
2024-10-17,16:55:51,부산광역시,부산시,교통,20,다중 교통사고로 중앙고속도로 부산방향 신대저램프 출구 전면 통제 중이니 공항로 이용하실 시민분들은 교통정보 확인 후 우회로 이용하시기 바랍니다.[부산시],2
2024-08-10,9:34:36,강원특별자치도,인제군,물놀이,21,"물놀이 사고 예방을 위해 하천, 계곡 등 물놀이 시 ▲구명조끼 착용▲어린이는 보호자와 함께하기▲음주수영, 다이빙 금지 등 안전 수칙을 준수 바랍니다.[인제군]",1
2024-06-21,18:21:04,전라남도,완도군,호우,6,"내일 아침에 많은 비가 예보되어 있습니다. ▲해안가, 산사태, 침수지역 등 재해 취약지역에서는 안전한 곳으로 대피하는 등 안전에 주의바랍니다 [완도군]",2
2025-04-08,14:21:35,인천광역시,인천광역시,강풍,17,"금일 강한 바람이 예상됩니다. ▲산림 내 흡연 및 화기소지 금지▲산림인접지역 쓰레기, 영농부산물 소각행위 금지 등 화재에 각별히 유의 바랍니다.[인천광역시]",1
2025-01-16,17:59:20,전라남도,진도군,교통,20,두목재 구간 차량통제 해제되었습니다. 안전에 유의하여 서행운전 바랍니다. [진도군],1
2024-09-18,13:50:14,경기도,여주시,폭염,7,여주시 전역 폭염경보 발효 중▲한낮 야외활동 자제 ▲가족·이웃의 안부확인 ▲충분한 수분섭취 ▲그늘에서 휴식 등으로 온열질환을 예방하시기 바랍니다.[여주시],2
2023-12-24,14:43:33,부산광역시,중구,기타,24,"광복로 겨울빛 트리축제로 남포동, 광복등 일대가 매우 혼잡하오니 시민 여러분께서는 질서유지에 협조해주시고 안전사고에 유의하여 주시기 바랍니다.[중구]",1
2025-04-11,17:54:07,경기도,광명시,교통,20,"현재 양달로 4 도로붕괴로 인근 주민은 다음 대피장소로 신속히 대피바랍니다. (대피 장소) 광휘고, 운산고, 충현중, 충현고, 시민체육관 [광명시]",4
2024-07-10,2:45:57,전북특별자치도,군산시,호우,6,"월명동, 신풍동, 문화동, 삼학동 일대 많은 비로 인하여 침수 및 통행이 불가하오니, 이동 및 침수지역 접근을 자제하여 주시기 바랍니다.[군산시]",2
2024-08-10,11:02:43,강원특별자치도,철원군,물놀이,21,물놀이 안전사고 예방을 위해▲위험지역 접근금지▲구명조끼 착용▲충분한 준비운동▲야간 및 음주 후 수영금지▲어린이는 보호자와 동행 등 안전수칙 준수바랍니다[철원군],1
2024-08-15,14:01:56,전북특별자치도,전주시,물놀이,21,물놀이 사고 예방을 위해▲충분한 준비운동▲구명조끼 착용▲야간 및 음주 후 수영금지▲어린이는 반드시 보호자와 함께하기 등 안전수칙을 준수 바랍니다.[전주시],1
2025-01-13,22:28:31,경기도,안산시,기타,24,"금일 21:55경 고잔동 535-4번지 일대 정전 발생으로, 한전에서 복구 중이오니 안전에 유의하시기 바랍니다.[안산시]",2
2024-01-22,16:43:43,부산광역시,동래구,한파,15,"부산 전역에 한파로 급격한 기온 하강이 예상되오니 도로결빙, 수도계량기 동파, 난방기 화재, 강풍, 미끄럼 사고 등 안전에 유의하시기 바랍니다. [동래구]",2
2025-02-11,7:02:25,충청북도,충청북도,교통,20,강추위가 지속 중입니다. ▲도로결빙 서행운전 ▲야외활동시 방한용품 준비 ▲한랭질환 유의 ▲수도관 동파 ▲화재예방 등 안전관리에 유의 바랍니다. [충청북도],2
2023-11-23,17:33:07,경기도,,한파,15,"[시흥시] 오늘21시 한파주의보 발효, 도로 살얼음 낙상주의, 야외활동자제,방한용품착용,감속안전운전과 수도관,보일러 동파방지 등 안전에 유의하시기 바랍니다.",3
2024-07-18,17:12:31,충청남도,금산군,하천,23,"현재 용담댐 초당 300톤 수문방류 실시로 하천수위가 상승 중이오니, 하천변 접근을 자제하고 안전에 유의해주시기 바랍니다. [금산군]",2
2025-04-10,10:27:47,전북특별자치도,무주군,산불,3,"산불 재난 위기경보 심각 단계 발령 중. 산불 발생 위험이 높으니 영농부산물, 쓰레기 등 소각 금지, 산림 주변에서는 불씨 취급에 주의하시기 바랍니다.[무주군]",1
2023-09-15,8:58:13,부산광역시,,실종,18,"[부산경찰청] 북구에서 배회중인 박장춘씨(남, 77세)를 찾습니다 - 160cm, 60kg, 검정색자켓, 바지, 벙거지모자 vo.la/0nMeW / ☎182",1
2024-08-11,10:35:55,경기도,김포시청,화재,19,김포지역 공장과 주택의 화재빈도가 매우 높으니 수시로 시설점검을 해주시고 전기자동차 과충전이 안되도록 주의바랍니다. [김포시청],1
2024-09-21,17:28:12,충청북도,진천군,교통,20,"백곡저수지, 초평저수지 댐방류 중▲백곡천 하상주차장 출입통제▲문백~초평간 세월교,초평교 전면 교통통제 중▲하천변 등 출입금지▲각종 안전사고 유의바랍니다.[진천군]",2
2024-07-24,10:25:36,전북특별자치도,익산시,폭염,7,금일 10:00 폭염경보 발효. 습도와 체감온도가 높으므로 ▲한낮동안 야외활동 자제 ▲그늘에서 휴식 ▲충분한 물 섭취 등 건강관리에 유의하시기 바랍니다.[익산시],3
2024-03-28,8:14:13,경기도,구리시,교통,20,"서울시 시내버스 파업 중으로 시민 여러분께서는 경기버스, 전철 등 다른 교통수단 이용을 부탁드립니다.[구리시]",2
2025-04-16,9:00:05,경상남도,밀양시,산불,3,"산불예방을 위한 입산통제구역 지정 및 등산로 폐쇄 
▶일시:2025.3.29.~해제시까지 ▶입산통제구역(등산로
폐쇄구간):전 구간(가지산도립공원 제외)[밀양시]",1
2024-08-11,17:59:48,강원특별자치도,동해시,기타,24,지속되는 열대야로 야간 수상사고가 다수 발생하고 있습니다.▲19시 이후 입수 금지▲구명조끼 착용▲음주 후 수영금지 등 안전수칙을 준수 바랍니다.[동해시],2
2023-12-16,19:25:47,전라남도,진도군,한파,15,군도15호선 두목재(사천리~향동리) 구간은 적설 및 결빙으로 인해 위험요인 제거 시까지 양방향 통제 중입니다. 우회하시고 운행에 유의 바랍니다. [진도군],2
2024-08-11,10:25:21,경기도,남양주시,물놀이,21,여름철 물놀이 증가에 따라 관련 안전사고가 발생하고 있습니다.▲구명조끼 착용▲음주 후 수영금지▲어린이는 보호자 동행 등 물놀이 안전수칙 준수바랍니다.[남양주시],1
2025-01-26,17:04:23,전북특별자치도,고창군,대설,13,"명절 기간 중 대설, 한파, 강풍 대비 ▶도로 결빙 주의 및 차량 감속운행 ▶ 외출 시 방한용품 착용 ▶작업 시 2인 1조 활동 등 안전에 유의바랍니다.[고창군]",2
2024-06-15,10:23:21,경상북도,한국수자원공사,하천,23,"6월 10일 14시부터 군위댐에서 비상방류 중입니다. 하천인근주민여러분께서는 하천수위가 상승하여 위험하오니, 하천접근을 삼가여 주시기 바랍니다.[한국수자원공사]",2
2025-04-12,12:47:09,경상남도,창녕군,강풍,17,"4.12(토)18시 이후 강풍 예비특보 관련 ▲축제장시설물,간판,시설하우스 고정 ▲공사장 등 위험지역출입금지 ▲외부활동 자제 등 안전에 유의바랍니다 [창녕군]",2
2024-11-30,7:23:40,경기도,양평군,한파,15,"많은눈이 내려 쌓여있고, 기온이 낮아지면서 빙판길과 도로 살얼음이 나타나는곳이 많습니다. 교통안전과 보행자 낙상사고에 각별히 주의하여 주시기 바랍니다. [양평군]",2
2025-02-05,7:16:04,전북특별자치도,김제시,대설,13,"대설 및 한파에 따른 도로 빙판길 안전 운전, 보행자 안전사고에 유의하여 주시기 바랍니다.[김제시]",2
2024-11-19,13:14:56,부산광역시,부산경찰청,실종,18,"부산진구 주민인 김말숙씨(여,69세)를 찾습니다-165cm,60kg,흑색단발,진분홍색점퍼,검정색긴바지
vo.la/CLXGFf /☎182 [부산경찰청]",1
2024-07-13,8:57:31,충청북도,청주시,하천,23,"대청댐 최대 초당 1,800톤 이내 수문 방류로 하천 수위 상승중이니 하천 접근금지, 하천변 야외활동 금지 등 하천 밖으로 대피하시기 바랍니다. [청주시]",2
2024-08-17,13:19:19,인천광역시,강화군,폭염,7,"강화군 폭염경보 발효 중 ▲야외 활동 자제 ▲폭염안전수칙(물, 그늘, 휴식) 준수 ▲물놀이 시 준비운동 철저 ▲야간 갯벌 출입 자제[강화군]",2
2025-04-12,20:07:17,경기도,용인특례시,강풍,17,"강풍으로 인한 피해 우려. 간판 등 부착물 고정, 비닐하우스 등 시설물 피해 주의, 낙하물 주의 등 안전사고에 유의하시기 바랍니다. [용인특례시]",2
2024-07-29,12:00:29,경상남도,경상남도,폭염,7,"도내 폭염특보 발효중(최고 체감온도 35℃ 이상), 무더위쉼터 이용, 폭염안전수칙(물, 그늘, 휴식)준수, 한낮 야외작업 자제 등 안전에 유의 바랍니다[경상남도]",2
2023-09-20,18:44:09,경상남도,,호우,6,"[창원시] 내일(21일)까지 많은 비와 강풍이 예상됩니다. 배수로 점검, 낙하물 주의, 해안가, 하천변 출입금지 등 안전에 유의하시기 바랍니다.",2
2024-08-05,9:16:30,울산광역시,울산북구,물놀이,21,"물놀이 안전수칙 준수 ▲충분한 준비운동 ▲구명조끼 착용 ▲야간 및 음주 수영 금지 ▲어린이는 보호자와 동행, 안전사고에 유의 바랍니다. [울산북구]",1
2024-07-16,16:50:23,경상북도,영양군,기타,24,"오늘부터 30~80mm 비 예상. 기 피해지역·취약시설 긴급점검 및 안전확인, 위험 발생 전 안전한 곳으로 사전대피하여 주시기 바랍니다. [영양군]",2
2024-08-09,14:16:01,전북특별자치도,김제시,물놀이,21,"물놀이 안전 수칙 준수, 음주 후 물놀이 금지하여 주시고 하천 유실 구간에서 다슬기 채취 및 낚시에 유의하시기 바랍니다. [김제시]",1
2024-08-02,15:38:40,경상남도,양산시,폭염,7,"폭염으로 온열질환 발생 가능성이 높습니다. 충분한 물 섭취와 휴식 등 건강에 유의하시고 특히 낮시간대 실외작업, 영농작업 등을 자제하여 주시기 바랍니다.[양산시]",2
2024-01-23,20:15:32,전라남도,행정안전부,대설,13,"오늘 20시10분 전남(무안) 대설경보 발령. 야외 활동과 차량 운행을 자제하시고, 교통혼잡이 예상되니 출퇴근 시에는 대중교통을 이용해 주세요. [행정안전부]",3
2025-01-06,18:28:24,대구광역시,"662-2222, 동구청",기타,24,"기존의 18:20분에 발송된 문자는 모의훈련용 문자를 실제로 오발송하였습니다. 혼선을 드려 죄송합니다. [662-2222, 동구청]",1
2024-02-18,17:16:29,인천광역시,인천경찰청,실종,18,"서구 주민인 이상각씨(남, 65세)를 찾습니다 - 170cm, 60kg, 검정잠바, 병원환자복바지 
vo.la/xoutm / ☎112 [인천경찰청]",1
2023-09-16,7:44:45,전라북도,,호우,6,"[김제시] 오늘 6시 20분 김제 호우주의보. 급경사지,하천, 침수 우려지역, 등 위험지역에서는 가족, 이웃과 정보를 공유하고 안전한 곳으로 대피하시기 바랍니다",3
2024-09-18,10:19:58,경상북도,봉화군,폭염,7,봉화군 전역 폭염주의보 발효 중 ▲낮시간 야외활동 자제 ▲외출시 모자 및 양산 쓰기 ▲충분한 수분 섭취 등 건강관리에 유의하시기 바랍니다. [봉화군],2
2024-06-26,9:37:48,부산광역시,부산경찰청,실종,18,"동구에서 목격된 최희호(여,15세)를 찾습니다-170cm,검정색상의,검정색바지,흰색크록스신발,회색가방 vo.la/hTWOp /☎112 [부산경찰청]",1
2023-10-03,13:48:19,전라남도,,실종,18,"[화순경찰서]화순군 춘양면 회송리에서 실종된양삼님씨(여, 77세)를 찾습니다.-빨간색점퍼,검정계통바지,백발커트머리,걸어서 배회(화순경찰서 061-379-4329)",1
